AOGO,1762000
AOGOU,10350000
AOGOW,0
AOMR,0
AON,217431000
AORT,39330000
AOS,120784000
AOSL,28702000
AOUT,12757000
AP,19866000
APA,371192000
APAC,0
APACU,0
APACW,0
APAM,69907000
APCA,11303000
APCX,24730000
APCXW,0
APD,222306000
APDN,9012000
APE,191309296
APEI,17575000
APG,274287000
APGB,0
APGN,3000000
APGNW,0
APH,1201208000
API,368500000
APLD,137209000
APLE,242346000
APLM,108662000
APLMW,0
APLS,121366000
APLT,114267000
APM,151371000
APMI,19465001
APMIU,0
APMIW,0
APO,569004000
APOG,22130000
APP,273971000
APPF,22327000
APPH,8500000
APPHW,0
APPN,41045000
APPS,102507000
APRE,5430000
APRN,0
APT,11689000
APTM,0
APTMU,0
APTMW,0
APTO,18109000
APTV,272062000
APVO,4080000
APWC,20616000
APXI,9910000
APXIW,0
APYX,34644000
AQB,3857000
AQMS,130726000
AQN,689727000
AQNA,0
AQNB,14000000
AQNU,23000000
AQST,91039000
AQU,4553000
AQUNR,0
AR,310807000
ARAV,0
ARAY,99244000
ARBB,26438000
ARBE,78222000
ARBEW,0
ARBG,0
ARBGW,0
ARBK,578398000
ARBKL,1600000
ARC,43179000
ARCB,23432000
ARCC,614518000
ARCE,0
ARCH,18116000
ARCO,130655000
ARCT,26932000
ARDC,22915000
ARDS,36240000
ARDX,233977000
ARE,174883000
AREB,5948000
AREBW,0
AREC,79180000
AREN,29600000
ARES,193044000
ARGD,5750000
ARGO,0
ARGO^A,0
ARGX,59431000
ARHS,53241000
ARI,142162000
ARIS,17423220
ARIZ,0
ARIZR,0
ARIZW,0
ARKO,115744000
ARKOW,0
ARKR,3604000
ARL,16152000
ARLO,97579000
ARLP,128062000
ARMK,262992000
ARMP,36155000
ARNC,0
AROC,156286000
AROW,16698000
ARQQ,168406000
ARQQW,0
ARQT,115764000
ARR,48752000
ARRW,0
ARRWU,0
ARRWW,0
ARRY,151769000
ARR^C,0
ARTE,4968952
ARTEU,0
ARTEW,0
ARTL,3228000
ARTLW,0
ARTNA,9407000
ARTW,5068000
ARVL,0
ARVN,68432000
ARW,53230000
ARWR,124200000
ARYD,3799000
ARYE,0
ASA,19289000
ASAI,1351833000
ASAN,142618000
ASB,150767000
ASBA,0
ASB^E,0
ASB^F,0
ASC,41729000
ASCAR,0
ASCAW,0
ASCB,7196000
ASCBW,0
ASG,58767000
ASGI,0
ASGN,45900000
ASH,50127000
ASIX,26819000
ASLE,52991000
ASLN,565670000
ASM,131200000
ASMB,5513000
ASML,399585000
ASND,57707000
ASNS,4379000
ASO,72125000
ASPAW,0
ASPI,51763000
ASPN,76161000
ASPS,26960000
ASR,277050000
ASRT,95125000
ASRV,17147000
ASST,0
ASTC,1702000
ASTE,22765000
ASTI,90699000
ASTL,104038000
ASTLW,0
ASTR,19192000
ASTS,143343000
ASTSW,0
ASUR,25813000
ASX,0
ASXC,272445000
ASYS,14209000
ATAI,167406000
ATAK,0
ATAKR,0
ATAKU,0
ATAKW,0
ATAT,339105000
ATCOL,2094000
ATCO^D,0
ATCO^H,0
ATCO^I,0
ATEC,139884000
ATEK,12033000
ATEN,74455000
ATER,8436000
ATEX,18520000
ATGE,37606000
ATHA,38329000
ATHE,5245115000
ATHM,509388000
ATHX,0
ATH^A,0
ATH^B,0
ATH^C,0
ATH^D,0
ATH^E,0
ATI,124441000
ATIF,10720000
ATIP,4396000
ATKR,36430000
ATLC,14792000
ATLCL,5928000
ATLCP,3301000
ATLO,8992000
ATLX,14802000
ATMC,6873000
ATMCR,0
ATMCW,0
ATMU,83356000
ATMV,7006000
ATMVR,0
ATMVU,9181000
ATNF,942000
ATNFW,0
ATNI,15317000
ATNM,29783000
ATO,150877000
ATOM,26887000
ATOS,125757000
ATR,66264000
ATRA,120416000
ATRC,48382000
ATRI,1760000
ATRO,29071000
ATS,97924000
ATSG,65724000
ATTO,0
ATUS,275738000
ATVI,763050718
ATXG,6044000
ATXI,941000
ATXS,54913000
AU,419730000
AUB,89767000
AUBN,3494000
AUB^A,0
AUDC,30324000
AUGX,48968000
AUID,9450000
AULT,30065000
AULT^D,0
AUMN,14576000
AUPH,143019000
AUR,1185656000
AURA,49543000
AURC,0
AURCU,0
AURCW,0
AUROW,0
AUST,13272000
AUTL,266036000
AUUD,2794000
AUUDW,0
AUVI,0
AUVIP,0
AVA,78189000
AVAH,192379000
AVAL,7536814000
AVAV,28136000
AVB,142186000
AVD,27985000
AVDL,96119000
AVDX,206601000
AVGO,465488000
AVGR,1586000
AVHI,3051000
AVHIU,10000000
AVHIW,0
AVID,0
AVIR,84223000
AVK,34594000
AVNS,45904000
AVNT,91255000
AVNW,5349778
AVO,70910000
AVPT,185290000
AVPTW,0
AVRO,44894000
AVT,90380000
AVTA,0
AVTE,28822000
AVTR,679266000
AVTX,1034000
AVXL,84642000
AVY,80553000
AWF,86230000
AWH,12450000
AWI,43758000
AWIN,925000
AWINW,0
AWK,194823000
AWP,85408000
AWR,37229000
AWRE,21085000
AWX,3288000
AX,56967000
AXDX,22051000
AXGN,43705000
AXL,117553000
AXLA,0
AXNX,51018000
AXON,63550000
AXP,719303000
AXR,5271000
AXS,84660000
AXSM,47496000
AXS^E,0
AXTA,220646000
AXTI,44399000
AY,116159000
AYI,30798000
AYRO,5300000
AYTU,5568000
AYX,0
AZ,52132000
AZEK,145826000
AZN,1550256000
AZO,17083000
AZPN,63328000
AZRE,0
AZTA,53919000
AZTR,28805000
AZUL,335751000
AZYO,0
AZZ,29774000
B,50702000
BA,613884000
BABA,19345490000
BAC,7820370000
BACA,19953024885
BACK,1148000
BAC^B,0
BAC^E,0
BAC^K,0
BAC^L,0
BAC^M,0
BAC^N,0
BAC^O,0
BAC^P,0
BAC^Q,0
BAC^S,0
BAER,47014000
BAERW,0
BAFN,4134000
BAH,129452000
BAK,345060000
BALL,321212000
BALY,40485000
BAM,442345000
BANC,157746000
BAND,25050000
BANF,32991000
BANFP,1040000
BANL,0
BANR,34450000
BANX,7117000
BAOS,1534000
BAP,79474000
BARK,175616000
BASE,50310000
BATL,16457000
BATRA,10318000
BATRK,50644000
BAX,509580000
BB,590171000
BBAI,246076000
BBAR,0
BBCP,54119000
BBD,5311866000
BBDC,105951000
BBDO,5330305000
BBGI,13682000
BBIG,13000000
BBIO,187129000
BBLG,1100000
BBLGW,0
BBN,61793000
BBSI,6542000
BBU,74282000
BBUC,72954000
BBVA,5763285000
BBW,13805000
BBWI,223231000
BBY,215714000
BC,67567000
BCAB,48116000
BCAL,18540000
BCAN,7768000
BCAT,0
BCBP,16957000
BCC,39479000
BCDA,1820000
BCDAW,0
BCE,912275000
BCEL,38438000
BCH,101017000000
BCLI,70081000
BCML,11248000
BCO,44462000
BCOV,44582000
BCOW,6002000
BCPC,32423000
BCRX,206377000
BCS,14869950000
BCSA,12901000
BCSAU,27344000
BCSAW,0
BCSF,64562000
BCTX,18285000
BCTXW,0
BCV,5873000
BCV^A,0
BCX,84363000
BCYC,44853000
BC^A,0
BC^B,0
BC^C,0
BDC,40678000
BDJ,0
BDL,1859000
BDN,172271000
BDRX,1753999000
BDSX,114686000
BDTX,56253000
BDX,289006000
BE,227020000
BEAM,82311000
BEAT,26329000
BEATW,0
BECN,63599000
BEDU,31315000
BEEM,14537000
BEEMW,0
BEKE,3529563000
BELFA,2124000
BELFB,10496000
BEN,526091000
BENF,3903000
BENFW,0
BEP,287164000
BEPC,179646000
BEPH,14000000
BEPI,10400000
BEP^A,0
BERY,114400000
BEST,261648000
BF/A,0
BF/B,0
BFAC,5171000
BFAM,58004000
BFC,10081000
BFH,49948000
BFI,27404000
BFIIW,0
BFIN,12461000
BFK,43855000
BFLY,0
BFRG,0
BFRGW,0
BFRI,5089000
BFRIW,0
BFS,23982000
BFST,25502000
BFS^E,0
BFZ,0
BG,141595000
BGB,44664000
BGC,383897000
BGFV,22624000
BGH,20064000
BGI,11318000
BGNE,1249771000
BGR,27465000
BGRY,0
BGRYW,0
BGS,79051000
BGSF,10944000
BGT,22496000
BGX,12708000
BGXX,190166000
BGY,100272000
BH,2069000
BHAC,5312000
BHACU,23000000
BHAT,58398000
BHB,15232000
BHC,366797000
BHE,36046000
BHF,62111000
BHFAL,0
BHFAM,14000000
BHFAN,23000000
BHFAO,16100000
BHFAP,17000000
BHG,5071530817
BHIL,212008000
BHK,54038000
BHLB,43293000
BHM,3950000
BHP,5071531000
BHR,66477000
BHRB,14848000
BHR^B,0
BHR^D,0
BHV,1588000
BHVN,43617456
BIAF,11658000
BIAFW,0
BIDU,2280439000
BIG,29682000
BIGC,77275000
BIGZ,224419000
BIIB,145597000
BILI,329280000
BILL,106137000
BIMI,11590000
BIO,23446000
BIO/B,0
BIOC,0
BIOL,33395000
BIOR,35884000
BIOS,230724583
BIOSW,0
BIOX,62828000
BIP,461512000
BIPC,131916000
BIPH,10000000
BIPI,12000000
BIP^A,0
BIP^B,0
BIRD,103294000
BIT,38026000
BITE,50000
BITF,398587000
BIVI,61019000
BJ,132709000
BJDX,2904000
BJRI,23383000
BK,747816000
BKCC,11810448
BKD,193013000
BKDT,2875000
BKE,50779000
BKH,68933000
BKI,304126688
BKKT,6232000
BKN,17206000
BKNG,33928000
BKR,997998000
BKSC,5547000
BKSY,146830000
BKT,21308000
BKTI,3530000
BKU,74757000
BKYI,1814000
BL,61817000
BLAC,5623000
BLACR,0
BLACU,9055000
BLACW,0
BLBD,32299000
BLBX,3226000
BLCO,351482000
BLD,31818000
BLDE,77346000
BLDEW,0
BLDP,299387000
BLDR,207134000
BLE,47727000
BLEU,3765000
BLEUR,0
BLFS,46069000
BLFY,23709000
BLIN,10418000
BLK,148600000
BLKB,51626000
BLMN,86476000
BLND,242893000
BLNG,0
BLNGU,0
BLNGW,0
BLNK,101060000
BLPH,12233000
BLRX,1199089000
BLTE,30399000
BLUA,1544000
BLUE,192742000
BLW,35723000
BLX,27893000
BLZE,41500000
BMA,628178000
BMAC,0
BMBL,126199000
BME,13944000
BMEA,35945000
BMEZ,106514000
BMI,29394000
BML^G,0
BML^H,0
BML^J,0
BML^L,0
BMN,6148000
BMO,725444000
BMR,14769000
BMRA,16822000
BMRC,16286000
BMRN,189880000
BMTX,12053000
BMY,2027100000
BN,1642975000
BNED,26205000
BNGO,69107000
BNGOW,0
BNH,16000000
BNIX,4082000
BNIXR,0
BNIXW,0
BNJ,9200000
BNL,1942265281
BNMV,0
BNOX,1898430000
BNR,82327000
BNRE,16835000
BNRG,2463000
BNS,1229570000
BNTC,9367000
BNTX,237726000
BNY,24117000
BOAC,0
BOC,30931000
BOCN,6157000
BOCNU,16500000
BOCNW,0
BODY,0
BOE,61526000
BOF,4253000
BOH,39696000
BOH^A,0
BOKF,64515000
BOLT,38128000
BON,1394000
BOOM,19982000
BOOT,0
BORR,252996000
BOSC,5748000
BOTJ,4543000
BOWL,90361000
BOWNU,9167000
BOX,145488000
BOXL,9788000
BP,16660640000
BPMC,62617000
BPOP,72272000
BPOPM,4041000
BPRN,6345000
BPT,21400000
BPTH,2080000
BPTS,0
BPYPM,26845000
BPYPN,11500000
BPYPO,10000000
BPYPP,7360000
BQ,55763000
BR,118180000
BRAC,2991000
BRAG,23584000
BRBR,130434000
BRBS,4347000
BRC,43942000
BRCC,67313000
BRD,0
BRDG,41627000
BRDS,0
BREA,3705000
BREZ,4299000
BREZR,0
BREZW,0
BRFH,14720000
BRFS,1682473000
BRID,9077000
BRK/A,0
BRK/B,1
BRKH,15163000
BRKHU,28750000
BRKHW,0
BRKL,88895000
BRKR,151336000
BRLI,0
BRLIR,0
BRLIW,0
BRLT,12986000
BRN,10028000
BRO,285249000
BROG,88035000
BROGW,0
BROS,88419000
BRP,0
BRQS,0
BRSH,16392000
BRSHW,0
BRSP,130636000
BRT,18641000
BRTX,6770000
BRW,42529000
BRX,301299000
BRY,76939000
BRZE,77451000
BSAC,188446100000
BSAQ,0
BSBK,13256000
BSBR,3812850000
BSET,8829000
BSFC,1053000
BSGM,14122000
BSIG,37764000
BSL,13009000
BSM,210703000
BSQR,0
BSRR,14596000
BST,34720000
BSTZ,76071000
BSVN,9248000
BSX,1470180000
BSY,288463000
BTA,13440000
BTAI,37531000
BTB,0
BTBD,6246000
BTBDW,0
BTBT,121004000
BTCM,1114023000
BTCS,15705000
BTCY,11396000
BTDR,67313000
BTE,821322000
BTG,1306593000
BTI,2222413000
BTM,17346000
BTMD,30321000
BTMWW,0
BTO,18790000
BTOG,5533000
BTT,65612000
BTTR,894000
BTTX,54352000
BTU,125800000
BTWN,0
BTWNU,0
BTWNW,0
BTZ,93324000
BUD,1797198000
BUI,22475000
BUJAU,7762000
BUR,218646000
BURL,63826000
BURU,38543000
BUSE,56729000
BV,86200472
BVH,0
BVN,274890000
BVS,63828000
BVXV,0
BW,91012000
BWA,227838000
BWAQ,3943000
BWAQR,0
BWAQW,0
BWAY,33329000
BWB,27374000
BWBBP,2760000
BWC,0
BWCAU,0
BWEN,21734000
BWFG,7898000
BWG,16792000
BWMN,17667000
BWMX,37317000
BWNB,6058000
BWSN,7721000
BWV,0
BWXT,91409000
BW^A,0
BX,714646000
BXC,8662000
BXMT,173584000
BXMX,104165000
BXP,157059000
BXRX,0
BXSL,192439000
BY,44124000
BYD,94877000
BYFC,6033000
BYM,25903000
BYN,286124000
BYND,64885000
BYNO,4526000
BYNOU,17250000
BYNOW,0
BYRN,22736000
BYSI,39029000
BYTS,0
BYTSW,0
BZ,751941000
BZFD,35240000
BZFDW,0
BZH,31547000
BZUN,170789000
C,1907440000
CAAP,160972000
CAAS,30186000
CABA,48277000
CABO,5619000
CAC,14607000
CACC,12111000
CACI,22296000
CACO,52775000
CADE,184376000
CADE^A,0
CADL,29756000
CAE,318381000
CAF,17369000
CAG,478063000
CAH,243567000
CAKE,50958000
CAL,35130000
CALB,8471000
CALC,10749000
CALM,44238000
CALT,59580000
CALX,65525000
CAMP,0
CAMT,45143000
CAN,4223698000
CANB,54584000
CANF,1497128000
CANG,135751000
CANO,0
CAPL,38027000
CAPR,31811000
CAR,35647000
CARA,54676000
CARE,23015000
CARG,88193000
CARM,0
CARR,901012000
CARS,66117000
CARV,4986000
CASA,66398000
CASH,25271000
CASI,13401000
CASS,13644000
CASY,37017000
CAT,489053000
CATC,7848000
CATO,18792000
CATX,278658000
CATY,72813000
CAVA,114028000
CB,406061000
CBAN,17559000
CBAT,26647000
CBAY,0
CBD,330470590
CBFV,5142000
CBH,18264000
CBIO,0
CBL,31872000
CBNK,13890000
CBOE,111626296
CBRE,306824000
CBRG,3528000
CBRGU,23000000
CBRGW,0
CBRL,22202000
CBSH,129536000
CBT,55258000
CBU,52771000
CBUS,22843000
CBZ,50112000
CC,148895000
CCAI,0
CCAIW,0
CCAP,37062000
CCB,13419000
CCBG,16943000
CCCC,68806000
CCCS,621530000
CCD,25798000
CCEL,8445000
CCEP,458846000
CCF,0
CCI,434523000
CCJ,434176000
CCK,120757000
CCL,1122320000
CCLD,16121000
CCLDO,1483000
CCLDP,4526000
CCLP,0
CCM,84464000
CCNE,21004000
CCNEP,2415000
CCO,488707000
CCOI,49024000
CCRD,8161000
CCRN,34774000
CCS,31791000
CCSI,19220000
CCTS,5075000
CCTSU,12650000
CCTSW,0
CCU,369503000
CCV,627545015
CCVI,0
CCZ,1928000
CD,113386000
CDAQ,5795000
CDAY,0
CDE,399321000
CDIO,22686000
CDIOW,0
CDLX,48783000
CDMO,63480000
CDNA,52084000
CDNS,272134000
CDRE,40606000
CDRO,45298000
CDROW,0
CDR^B,0
CDR^C,0
CDTX,4562000
CDW,134398000
CDXC,75539000
CDXS,70558000
CDZI,67794000
CDZIP,2300000
CE,109220000
CEAD,684000
CEADW,0
CECO,34499000
CEE,6396000
CEG,315235000
CEI,175800000
CEIX,29388000
CELC,35101000
CELH,233081000
CELL,188281000
CELU,21783000
CELUW,0
CELZ,1348000
CEM,13294000
CEN,716704572
CENN,30829000
CENT,11078000
CENTA,54723000
CENX,92696000
CEPU,1514022000
CEQP,0
CEQP^,0
CERE,182195000
CERS,184890000
CERT,160841000
CET,28388000
CETU,3841000
CETUR,0
CETUW,0
CETX,10652000
CETXP,2382000
CETY,42930000
CEV,7034000
CEVA,23582000
CF,182782000
CFB,49293000
CFBK,5125000
CFFE,0
CFFEW,0
CFFI,3358000
CFFN,132734000
CFFS,10160000
CFFSW,0
CFG,455020000
CFG^D,0
CFG^E,0
CFIV,0
CFIVU,0
CFIVW,0
CFLT,244658000
CFMS,0
CFR,64254000
CFRX,0
CFR^B,0
CFSB,6633000
CG,359880000
CGA,14794000
CGABL,20000000
CGAU,214370000
CGBD,50795000
CGC,76198000
CGEM,57634000
CGEN,89530000
CGNT,70997000
CGNX,171662000
CGO,9821000
CGRN,50000
CGTX,40058000
CHAA,41387000
CHCI,9605000
CHCO,14763000
CHCT,27701000
CHD,244523000
CHDN,73505000
CHE,15139000
CHEA,0
CHEAU,0
CHEAW,0
CHEF,39772000
CHEK,5850000
CHGG,102217000
CHH,48162000
CHI,73965000
CHK,131048000
CHKEL,0
CHKEW,0
CHKEZ,0
CHKP,112906000
CHMG,4752000
CHMI,30020000
CHMI^A,0
CHMI^B,0
CHN,9991000
CHNR,9866000
CHPT,425304000
CHRD,62393000
CHRS,114726000
CHRW,117095000
CHS,109829000
CHSCL,20700000
CHSCM,19700000
CHSCN,16800000
CHSCO,21459000
CHSCP,12272000
CHSN,0
CHT,7757447000
CHTR,144030000
CHUY,17230000
CHW,63833000
CHWY,137047000
CHX,190580000
CHY,76009000
CI,284074000
CIA,49634000
CIB,509705000
CIEN,143705000
CIF,18921000
CIFR,310029000
CIFRW,0
CIG,1905180000
CIGI,48906000
CII,44121000
CIK,53090000
CIM,80473000
CIM^A,0
CIM^B,0
CIM^C,0
CIM^D,0
CINF,156558000
CING,6228000
CINGW,0
CINT,21365000
CIO,40154000
CION,53565000
CIO^A,0
CIR,646909312
CISO,12279000
CISS,0
CITE,6999000
CITEW,0
CIVB,15727000
CIVI,100091000
CIX,12314000
CIZN,5616000
CJET,160707000
CJJD,6654000
CKPT,36150000
CKX,2027000
CL,820441000
CLAR,38298000
CLAY,2570000000
CLAYW,0
CLB,46900000
CLBK,104815000
CLBR,0
CLBT,205297000
CLBTW,0
CLCO,0
CLDT,48908000
CLDT^A,0
CLDX,65911000
CLEU,3351000
CLF,475476000
CLFD,14233000
CLGN,11455000
CLH,53935000
CLIN,0
CLINR,0
CLINW,0
CLIR,46607000
CLLS,71751000
CLM,234744000
CLMB,4585000
CLMT,80389000
CLNE,223263000
CLNN,128434000
CLNNW,0
CLOE,5321000
CLOER,0
CLOEU,14507000
CLOV,406788000
CLPR,16077000
CLPS,25616000
CLPT,27420000
CLRB,35849000
CLRC,4552000
CLRCW,0
CLRO,23969000
CLS,118797000
CLSD,74731000
CLSK,227870000
CLST,4533000
CLVR,1755000
CLVRW,0
CLVT,723526000
CLVT^A,0
CLW,16678000
CLWT,7716000
CLX,124188000
CM,937267000
CMA,132587000
CMAX,3803000
CMAXW,0
CMBM,27896000
CMC,115708000
CMCA,0
CMCL,19195000
CMCM,493105000
CMCO,28859000
CMCSA,3914182000
CMCT,22787000
CME,360062000
CMG,27467000
CMI,136780000
CMLS,16574000
CMMB,0
CMND,3311000
CMP,41334000
CMPO,28683000
CMPOW,0
CMPR,25451000
CMPS,68381000
CMPX,137589000
CMRA,27588000
CMRAW,0
CMRE,118944000
CMRE^B,0
CMRE^C,0
CMRE^D,0
CMRE^E,0
CMRX,89630000
CMS,298635000
CMSA,0
CMSC,0
CMSD,25200000
CMS^B,0
CMS^C,0
CMT,9145000
CMTG,138747000
CMTL,28474000
CMU,28325000
CNA,271282000
CNC,533656000
CNDA,450000
CNDB,0
CNDT,204583000
CNET,7205000
CNEY,1313000
CNF,1371643000
CNFR,12223000
CNFRL,0
CNGL,860000
CNGLU,23000000
CNGLW,0
CNHI,1257481824
CNI,636200000
CNK,122346000
CNM,192919000
CNMD,28379000
CNNE,62772000
CNO,108260000
CNOB,38333000
CNOBP,4600000
CNO^A,0
CNP,639724000
CNQ,2134708000
CNS,50540000
CNSL,118430000
CNSP,392000
CNTA,113044000
CNTB,55103000
CNTG,29000000
CNTX,74998000
CNTY,30683000
CNVS,13328000
CNX,153245000
CNXA,0
CNXC,65992000
